日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,14号线,什刹海,望京,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,什刹海,六道口,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,什刹海,望京,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,什刹海,北京站,
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,什刹海,崇文门,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,5号线,什刹海,天通苑北,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,5号线,什刹海,天通苑,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,5号线,什刹海,崇文门,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,北土城,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,回龙观东大街,10.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,奥林匹克公园,14.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,永定门外,9.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,永泰庄,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,王府井,35.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,珠市口,16.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,什刹海,鼓楼大街,6.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,前门,学院桥,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,前门,沙河,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,1-八通线,前门,东单,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,1-八通线,前门,果园,
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,14号线,前门,十里河,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,前门,六道口,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,北土城,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,回龙观东大街,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,奥林匹克公园,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,永定门外,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,永泰庄,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,王府井,27.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,珠市口,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,前门,鼓楼大街,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,北土城,六道口,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,北土城,崇文门,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,北土城,回龙观东大街,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,北土城,奥林匹克公园,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,北土城,永定门外,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,北土城,王府井,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,北土城,鼓楼大街,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,南锣鼓巷,沙河,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,1-八通线,南锣鼓巷,东单,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,1-八通线,南锣鼓巷,果园,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,南锣鼓巷,海淀黄庄,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,南锣鼓巷,牡丹园,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,14号线,南锣鼓巷,十里河,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,5号线,南锣鼓巷,天通苑北,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,回龙观东大街,6.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,奥林匹克公园,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,永定门外,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,永泰庄,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,王府井,15.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,南锣鼓巷,珠市口,12.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,奥林匹克公园,昌平西山口,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,奥林匹克公园,沙河,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,1-八通线,奥林匹克公园,果园,
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,农业展览馆,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,十里河,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,团结湖,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,惠新西街南口,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,海淀黄庄,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,奥林匹克公园,牡丹园,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,奥林匹克公园,北京站,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,北土城,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,回龙观东大街,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,奥林匹克公园,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,永定门外,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,永泰庄,15.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,王府井,11.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,珠市口,16.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,奥林匹克公园,鼓楼大街,8.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,13号线,永定门外,西二旗,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,北土城,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,回龙观东大街,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,奥林匹克公园,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,永泰庄,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,王府井,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,永定门外,鼓楼大街,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,亦庄线,王府井,小红门,
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,王府井,沙河,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,王府井,海淀黄庄,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,王府井,牡丹园,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,14号线,王府井,十里河,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,王府井,六道口,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,王府井,清华东路西口,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,王府井,北京站,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,回龙观东大街,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,奥林匹克公园,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,永定门外,38.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,永泰庄,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,王府井,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,珠市口,9.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,王府井,鼓楼大街,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,昌平线,金鱼胡同,沙河,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,金鱼胡同,惠新西街南口,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,金鱼胡同,海淀黄庄,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,10号线,金鱼胡同,牡丹园,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,14号线,金鱼胡同,十里河,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,金鱼胡同,六道口,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,金鱼胡同,望京,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,15号线,金鱼胡同,清华东路西口,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,2号线,金鱼胡同,北京站,6.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,5号线,金鱼胡同,天通苑北,4.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,北土城,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,回龙观东大街,6.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,奥林匹克公园,10.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,永定门外,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,王府井,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,珠市口,7.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,8号线,8号线,金鱼胡同,鼓楼大街,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,亦庄线,北京西站,小红门,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,昌平线,北京西站,六道口,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,昌平线,北京西站,沙河,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,10号线,北京西站,北土城,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,10号线,北京西站,十里河,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,10号线,北京西站,团结湖,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,10号线,北京西站,牡丹园,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,13号线,北京西站,西二旗,3.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,4-大兴线,北京西站,海淀黄庄,2.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,5号线,北京西站,大屯路东,1.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,5号线,北京西站,天通苑北,5.0
2023/5/20,2023/5/20 17:45:00,2023/5/20 18:00:00,9号线,5号线,北京西站,天通苑,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,亦庄线,小红门,小红门,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,1-八通线,小红门,王府井,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,10号线,小红门,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,14号线,小红门,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,2号线,小红门,北京站,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,5号线,小红门,东单,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,5号线,小红门,大屯路东,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,5号线,小红门,天通苑北,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,亦庄线,5号线,小红门,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,六道口,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,六道口,学知园,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,六道口,学院桥,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,六道口,沙河,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,六道口,西二旗,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,1-八通线,六道口,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,六道口,十里河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,六道口,团结湖,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,六道口,海淀黄庄,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,六道口,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,2号线,六道口,北京站,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,5号线,六道口,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,8号线,六道口,王府井,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,学知园,六道口,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,学知园,学知园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,学知园,学院桥,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,学知园,沙河,13.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,学知园,西二旗,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,1-八通线,学知园,环球度假区,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,学知园,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,学知园,海淀黄庄,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,学知园,车道沟,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,2号线,学知园,北京站,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,5号线,学知园,天通苑北,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,5号线,学知园,天通苑,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,8号线,学知园,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,8号线,学知园,王府井,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,昌平西山口,学院桥,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,昌平西山口,沙河,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,昌平西山口,海淀黄庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,昌平西山口,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,2号线,昌平西山口,北京站,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,六道口,9.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,学知园,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,学院桥,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,昌平西山口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,沙河,49.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,昌平线,西二旗,西二旗,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,西二旗,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,西二旗,海淀黄庄,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,10号线,西二旗,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,15号线,西二旗,奥林匹克公园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,昌平线,8号线,西二旗,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,昌平线,东单,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,东单,果园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,东单,王府井,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,东单,环球度假区,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,10号线,东单,团结湖,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,东单,回龙观东大街,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,东单,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,国贸,东单,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,国贸,果园,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,国贸,王府井,9.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,14号线,国贸,望京,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,2号线,国贸,北京站,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,2号线,国贸,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,国贸,天通苑北,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,国贸,天通苑,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,国贸,崇文门,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,国贸,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,国贸,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,国贸,珠市口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,国贸,鼓楼大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,果园,东单,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,果园,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,10号线,果园,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,14号线,果园,永定门外,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,果园,天通苑,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,亦庄线,王府井,小红门,14.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,王府井,东单,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,王府井,果园,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,王府井,王府井,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,王府井,环球度假区,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,10号线,王府井,十里河,8.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,10号线,王府井,团结湖,11.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,13号线,王府井,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,14号线,王府井,十里河,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,2号线,王府井,北京站,13.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,王府井,天通苑北,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,王府井,天通苑,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,5号线,王府井,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,环球度假区,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,1-八通线,环球度假区,王府井,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,10号线,环球度假区,牡丹园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,2号线,环球度假区,鼓楼大街,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,4-大兴线,环球度假区,海淀黄庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,1-八通线,8号线,环球度假区,鼓楼大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,农业展览馆,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,农业展览馆,农业展览馆,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,农业展览馆,十里河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,农业展览馆,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,农业展览馆,海淀黄庄,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,15号线,农业展览馆,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,农业展览馆,东单,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,农业展览馆,大屯路东,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,农业展览馆,天通苑,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,农业展览馆,崇文门,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,农业展览馆,奥林匹克公园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,农业展览馆,鼓楼大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,亦庄线,北土城,小红门,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,北土城,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,北土城,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,1-八通线,北土城,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,北土城,十里河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,北土城,团结湖,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,北土城,海淀黄庄,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,13号线,北土城,西二旗,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,北土城,东单,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,北土城,天通苑北,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,北土城,天通苑,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,亦庄线,国贸,小红门,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,国贸,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,国贸,学知园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,国贸,昌平西山口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,国贸,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,国贸,十里河,21.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,国贸,团结湖,19.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,国贸,惠新西街南口,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,国贸,海淀黄庄,6.0
