日期,时间,出发站点,到达站点,客流量
2023/6/3,22:00-22:30,奥林匹克公园,西二旗,
2023/6/3,22:00-22:30,奥林匹克公园,鼓楼大街,
2023/6/3,22:00-22:30,惠新西街南口,天通苑,
2023/6/3,22:00-22:30,惠新西街南口,天通苑北,
2023/6/3,22:00-22:30,牡丹园,天通苑,
2023/6/3,22:00-22:30,牡丹园,天通苑北,
2023/6/3,22:30-23:00,六道口,学院桥,
2023/6/3,22:30-23:00,六道口,沙河,
2023/6/3,22:30-23:00,北土城,北京站,
2023/6/3,22:30-23:00,北土城,十里河,
2023/6/3,22:30-23:00,北土城,团结湖,
2023/6/3,22:30-23:00,北土城,牡丹园,
2023/6/3,22:30-23:00,北土城,车道沟,
2023/6/3,22:30-23:00,大屯路东,天通苑,
2023/6/3,22:30-23:00,大屯路东,天通苑北,
2023/6/3,22:30-23:00,奥林匹克公园,东单,
2023/6/3,22:30-23:00,奥林匹克公园,六道口,
2023/6/3,22:30-23:00,奥林匹克公园,北京站,
2023/6/3,22:30-23:00,奥林匹克公园,回龙观东大街,
2023/6/3,22:30-23:00,奥林匹克公园,望京,
2023/6/3,22:30-23:00,奥林匹克公园,永泰庄,
2023/6/3,22:30-23:00,奥林匹克公园,海淀黄庄,
2023/6/3,22:30-23:00,奥林匹克公园,清华东路西口,
2023/6/3,22:30-23:00,奥林匹克公园,王府井,
2023/6/3,22:30-23:00,奥林匹克公园,珠市口,
2023/6/3,22:30-23:00,奥林匹克公园,西二旗,
2023/6/3,22:30-23:00,奥林匹克公园,鼓楼大街,
2023/6/3,22:30-23:00,惠新西街南口,天通苑,
2023/6/3,22:30-23:00,惠新西街南口,天通苑北,
2023/6/3,22:30-23:00,牡丹园,天通苑,
2023/6/3,22:30-23:00,牡丹园,天通苑北,
